dis_id,dis_type,event_name,location,start_year,start_month,start_day,end_year,end_month,end_day
2017-0062-USA,Storm,NA,"Center and south of California (San Diego, Los Angeles, San Francisco, Sacramento)",2017,2,8,2017,2,21
2017-0234-USA,Storm,NA,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",2017,6,25,2017,6,29
2017-0564-USA,Storm,NA,"Texas (Justin in Denton, Collin, Rockwall, Lubbock counties, Seymour in Baylor, Dallas – Fort Worth metro area, Houston metro area), Oklahoma (El Reno in Canadian, Oklahoma city metro region, Caddo in Bryan, Cleveland South and East), Kansas (south), Kentucky, Tennessee, Mississippi, Alabama, Georgia, Indianapolis (Marion-IN)",2017,3,25,2017,3,28
2017-0362-USA,Storm,Hurricane Harvey,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",2017,8,25,2017,8,29
2017-0070-USA,Storm,NA,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee, Ohio , Georgia, Iowa, North Carolina, Virginia, Alabama, South Carolina, West Virginia, Michigan states",2017,2,27,2017,3,2
2017-0203-USA,Storm,NA,"Colorado, New Mexico, Texas, Oklahoma, Missouri",2017,5,9,2017,5,11
2017-0563-USA,Storm,NA,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",2017,3,6,2017,3,9
2017-0253-USA,Storm,NA,"Minnesota (Minneapolis – St. Paul, MN metro region-Twin Cities, Lac Qui Parle County, Montevideo (Chippewa), Slayton (Murray), St. Cloud (Stearns), Monticello (Wright), Coon Rapids (Anoka)), Wisconsin (St. Croix), Upper Peninsula (Michigan), North Dakota (Richardson, Stark County, Morton County, Milton and Langdon in Cavalier County), South Dakota (Deuel, Jerauld, Beadle, and Clark Counties)",2017,6,9,2017,6,12
2017-0512-USA,Storm,NA,"Missouri, Indiana (Bedford in Lawrence, Muncie in Delaware, Salem in Washington, Blackford, Jay), Ohio (Celina in Mercer, Williamsfield in Ashtabula, Clyde in Sandusky, Bloomingville in Erie , Republic, West Lodi in Seneca, Galion in Crawford, Steuben, Norwalk, Fitchville, Wakeman in Huron, Nova and Hayesville in Ashland, South Vienna in Wayne, Calcutta in Columbiana, Clark), Pennsylvania (Erie in Erie), Illinois (Noble in Richland)",2017,11,5,2017,11,6
2017-0381-USA,Storm,Hurricane 'Irma',"Keys islands, Monroe, South Florida, Jacksonville (Duval), Marco Island, Naples (Collier), Fort Lauderdale (Broward), Lakeland (Polk), Orlando (Orange), Clay (Florida), Savannah, Tybee Island (Chatham), Brunswick, St. Simons Island (Glynn), McIntosh, Camden (Georgia), Charleston, Folly Beach, the Isle of Palms, Sullivan’s Island (Charleston) Hilton Head, Beaufort, Edisto Beach (Colleton) (South Carolina)",2017,9,10,2017,9,28
2017-0108-USA,Storm,NA,"South Carolina, Georgia, North Carolina, Tennessee, Alabama, Mssissippi, Florida, Kentucky , Virginia",2017,3,13,2017,3,15
2017-0022-USA,Storm,NA,"Georgia (cook), Mississippi, Alabama, Louisiana, Florida states",2017,1,18,2017,1,23
2017-0282-USA,Flood,NA,"Ellison Creek (Water wheel) Tonto National Forest (Gila, Arizona)",2017,7,15,2017,7,15
2017-0058-USA,Flood,NA,San Jose (North California),2017,2,22,2017,2,22
2017-0383-USA,Storm,Hurricane 'Maria',"Jersey shore, Seaside Park, Point Pleasant Beach (Ocean), Long Branch (Monmouth) (New Jersey), Fernandina beach (Nassau-Florida)",2017,9,26,2017,9,27
2017-0410-USA,Storm,Tropical depression'16/Hurricane 'Nate',"Mexico Gulf, Louisiania, Mississippi (coastal areas, Biloxi), Alabama (Dauphin Island, Autauga, Chilton, Lowndes Counties), Florida, South Carolina (Pickens, Laurens, Spartanburg, Newberry, Greenville, Union), North Carolina (Polk, Wilkes, Ashe )",2017,10,7,2017,10,8
2017-0252-USA,Wildfire,"Wall Fire, Alamo Fire, Whittier Fire","Butte (Oroville), San Luis Obispo, Santa Barbara (California)",2017,7,6,2017,7,10
2017-0434-USA,Wildfire,"Tubbs, Atlas, Nuns Fires","Napa, Sonoma, Mendocino, Lake, Solano, Butte, Yuba, Nevada, Humboldt, Calavaras, Orange counties (California)",2017,6,1,2017,12,31
2017-9550-USA,Drought,NA,"Upper Midwest, Northern Rockies and parts of the West; North Dakota, South Dakota and Montana.",2017,3,1,2017,12,31
2017-0511-USA,Wildfire,'Thomas',"Ventura, Santa Barbara, Los Angeles, San Diego, Riverside counties (California)",2017,12,4,2017,12,31
2018-0111-USA,Storm,NA,"Massachusetts, New York, Virginia, Maryland, New Hampshire, New Jersey, Pennsylvania, Connecticut, Delaware",2018,3,1,2018,3,3
2018-0130-USA,Flood,NA,Kauai Isl. (Hawai),2018,4,14,2018,4,15
2018-0146-USA,Volcanic activity,Kilauea,Hawaï,2018,5,3,2018,5,30
2018-0258-USA,Wildfire,Carr and Mendocino Complex fires,"Shasta, Trinity, Mendocino, Lake, Colusa, and Glenn counties (California)",2018,7,27,2018,8,31
2018-0344-USA,Storm,NA,"Colorado, Nebraska, Wyoming",2018,8,6,2018,8,7
2018-0129-USA,Storm,NA,"Louisiana, Mississippi, North Carolina, Virginia, Arkansas, Florida, Georgia, Maryland, Michigan , Missouri , New Jersey, New York,Pennsylvania , South Carolina, Texas",2018,4,13,2018,4,15
2018-0419-USA,Flood,NA,"Bastrop, Burnet, Colorado, Fayette, Hood, Jim Wells, Kerr, Kimble, La Salle, Live Oak, Llano, Mason, McMullen, Nueces, Real, San Patricio, Travis, and Williamson counties",2018,10,15,2018,10,20
2018-0045-USA,Storm,NA,"Massachusetts , New Jersey, New York, Connecticut, Maine, New Hampshire, Pennsylvania, Maryland, Rhode Island , South Carolina, Tennessee, Virginia, North Carolina, Georgia",2018,1,3,2018,1,5
2018-0457-USA,Storm,NA,"New Mexico, Texas, Iowa, Minnesota, Kansas, Louisiana, Tennessee",2018,12,26,2018,12,28
2018-0342-USA,Storm,Hurricane Florence,"South and North Carolina, Virginia",2018,9,12,2018,9,18
2018-0373-USA,Storm,Hurricane Michael,"Florida, Georgia, Alabama, North Carolina, Virginia, Maryland",2018,10,10,2018,10,11
2018-0279-USA,Storm,NA,"Pella, Marshalltown (Iowa); Missouri , Illinois, Indiana, Kansas, Kentucky, Alabama, Arkansas, Georgia, Tennessee, North Carolina, South Carolina, Viriginia, Maryland , Pennsylvania",2018,7,19,2018,7,22
2018-0046-USA,Storm,NA,"Colorado, PLains and Midwest",2018,1,21,2018,1,24
2018-0331-USA,Flood,NA,"Wisconsin, Iowa, Minnesota, Missouri, Illinois, Kentucky, Pennsylvania, Arkansas, Ohio, Indiana",2018,9,3,2018,9,11
2018-0206-USA,Storm,NA,"New York City, Washington DC, Baltimore, Maryland, Texas, Kansas, Colorado, Oklahoma, Missouri, Illinois, Indiana, Iowa, New Jesey, Pennsylvania, Virginia, West Virginia, Massachusetts, Connecticut",2018,5,13,2018,5,15
2018-0170-USA,Storm,Tropical storm 'Alberto',Southeast,2018,5,27,2018,5,30
2018-0409-USA,Wildfire,Camp Fire,Butte county (North California),2018,6,1,2018,12,31
2018-0468-USA,Wildfire,Woolsey Fire,"Thousand Oaks, Oak Park, Westlake Village, Agoura Hills, West Hills, Simi Valley, Chatsworth, Bell Canyon, Hidden Hills, Malibu and Calabasas (California)",2018,11,8,2018,11,21
2019-0086-USA,Flood,NA,"Amador, Glenn, Lake, Mendocino, Sonoma, Humboldt counties (California)",2019,2,25,2019,3,1
2019-0089-USA,Storm,NA,"Tennessee, Mississippi, Alabama, Illinois, Indiana, Ohio, Connecticut, Maryland, Massachusetts, New Jersey, New-York, Pennsylvania, Virginia, West Virginia states",2019,2,23,2019,2,25
2019-0045-USA,Storm,NA,Midwest and Northeast,2019,1,18,2019,1,21
2019-0090-USA,Flood,NA,Northern California,2019,2,26,2019,3,4
2019-0160-USA,Storm,NA,"Robertson, Angelina, Houston and Cherokee Counties (Texas); Louisiana, Arkansas, Mississippi, Alabama, Georgia, North Carolina, Ohio, Pennyslvania",2019,4,13,2019,4,14
2019-0250-USA,Storm,NA,"Jefferson city, Golden (Barry county), Carl Junction (Jasper county), Missouri state",2019,5,23,2019,5,31
2019-0116-USA,Flood,NA,"Nebraska, Iowa, Wisconsin, Missouri, Kansas, Illinois, Minnesota, South Dakota, North Dakota, Michigan",2019,3,14,2019,3,31
2019-0046-USA,Storm,NA,Upper midwest,2019,1,29,2019,1,31
2019-0184-USA,Storm,NA,"Texas, Lousiana states",2019,4,24,2019,4,26
2019-0007-USA,Storm,NA,"Missouri, Illinois, Iowa, Kansas, Nebraska, Washington DC, Virginia, Colorado, North, South Carolina",2019,1,11,2019,1,15
2019-0081-USA,Storm,NA,"Alabama, Georgia, South Carolina, Florida, Mississippi,",2019,3,3,2019,3,4
2019-0306-USA,Earthquake,NA,Ridgecrest (Califronia),2019,7,5,2019,7,5
2019-0307-USA,Flood,NA,"Lincolnton region (Lincoln County, North Carolina)",2019,6,6,2019,6,9
2019-0624-USA,Storm,NA,"Missouri, Nebraska, Indiana, Kansas, Louisiana, Mississippi, Alabama, Florida, Georgia",2019,12,16,2019,12,18
2019-0593-USA,Storm,NA,"Pacific Northwest, Rockies, Northern Plains, Upper Midwest, and the Northeast",2019,11,27,2019,12,3
2019-0412-USA,Storm,Tropical cyclone 'Dorian',"Florida, Georgia, South Carolina, North Carolina, Virginia",2019,8,28,2019,9,6
2019-0417-USA,Storm,Tropical storm ' Imelda',Texas,2019,9,17,2019,9,21
2019-0484-USA,Storm,NA,"Texas, Arkansas, Oklahoma, Missouri, Louisiana,Tennessee.",2019,10,20,2019,10,21
2019-0335-USA,Storm,Tropical cylone 'Barry',"Louisiana, Mississippi, Arkansas, Oklahoma, Great Lakes region",2019,7,13,2019,7,15
2019-0513-USA,Wildfire,Saddleridge fire & Sandalwood fire,Los Angeles and Riverside counties (California),2019,10,10,2019,10,17
2019-0517-USA,Wildfire,Kincade Fire,"Los Angeles, San Bernardino, Ventura, Sonoma Counties (California)",2019,10,26,2019,10,31
2020-0583-USA,Storm,NA,"Oklahoma, Arkansas, Indiana, Tennessee, Alabama, Georgia, Florida, South Carolina, Texas, Illinois, North Carolina",2020,5,20,2020,5,23
2020-0538-USA,Storm,NA,"Illinois, Wisconsin, North Carolina, Virginia, Maryland",2020,11,10,2020,11,10
2020-0474-USA,Storm,Hurricane 'Eta',"Florida, North Carolina, Virginia",2020,11,8,2020,11,12
2020-0212-USA,Flood,NA,"Midland Country, Edenville, Sanford (Central Michigan State)",2020,5,17,2020,5,20
2020-0190-USA,Storm,NA,"Illinois, Iowa, Wisconsin, Michigan, Indiana, Ohio, Kentucky, Arkansas, Tennessee, Missouri",2020,4,6,2020,4,9
2020-0238-USA,Storm,NA,"Oklahoma, Missouri, Arkansas, Tennessee; Kansas, South Carolina",2020,5,2,2020,5,3
2020-0148-USA,Storm,NA,"Louisiana, Texas, Mississippi, South Carolina, Georgia, Tennessee, Arkansas, North Carolina, Alabama",2020,4,10,2020,4,14
2020-0167-USA,Storm,NA,"Texas, Oklahoma, Louisiana, Mississippi, Alabama, Georgia, Florida, Virginia",2020,4,21,2020,4,24
2020-0011-USA,Storm,NA,"Texas, Oklahoma, Missouri, Arkansas, Louisiana, Mississippi, Alabama, Tennessee, Kentucky, Georgia states",2020,1,10,2020,1,12
2020-0316-USA,Storm,Hurricane 'Hanna',Texas,2020,7,25,2020,7,25
2020-0412-USA,Storm,Hurricane 'Delta',"Louisiana, Texas, Mississippi, Georgia, North and South Carolina",2020,10,7,2020,10,11
2020-0438-USA,Storm,Hurricane 'Sally',"Alabama, Florida",2020,9,11,2020,9,18
2020-0483-USA,Storm,Hurricane 'Zeta',"Louisiana, Mississippi, Alabama, northern Georgia, south and North Carolinas",2020,10,24,2020,10,30
2020-0376-USA,Storm,Hurricane 'Laura',"Louisiana, Texas, Arkansas, Mississippi",2020,8,27,2020,8,28
2020-0580-USA,Storm,NA,"Plains , Midwest, Mid-Atlantic",2020,8,8,2020,8,12
2020-0584-USA,Storm,NA,South Texas,2020,5,27,2020,5,27
2020-0082-USA,Storm,NA,"Nashville (Tennessee), Kentucky, Missouri, Mississippi, Georgia, Texas Oklahoma, Illinois, Indiana, Ohio, Arkansas, West Virginia, Pennsylvania",2020,3,2,2020,3,5
2020-0582-USA,Storm,NA,"Missouri, Oklahoma, Texas, Illinois, Indiana, Ohio, Arkansas, Kentucky, Tennessee, West Virginia, Pennnsylvania",2020,3,27,2020,3,28
2020-0089-USA,Flood,NA,"Mississippi, Tennessee",2020,2,10,2020,2,17
2020-0219-USA,Storm,Tropical storm 'Cristobal',"errebonne, Plaquemines, Lafourche Parishes (Louisiana)",2020,6,7,2020,6,7
2020-0312-USA,Storm,Hurricane 'Isaias',"North Carolina, South Carolina, New York, Maryland, Delaware, New Jersey, Connecticut, Florida, Virginia, Pennsylvania, New Hampshire",2020,7,31,2020,8,2
2020-0441-USA,Wildfire,August Complex fire,"Californie, Washington, Oregon, Colorado",2020,8,16,2020,10,1
2021-0011-USA,Storm,NA,Oregon and Washington States,2021,1,13,2021,1,15
2021-0043-USA,Storm,NA,"San Mateo, Santa Cruz and Monterey Counties (California)",2021,1,24,2021,1,29
2021-0266-USA,Storm,NA,"Alabama, Louisiana, Mississippi, Tennessee, Georgia, Texas, Virginia, Arkansas, South Carolina, North Carolina",2021,5,2,2021,5,4
2021-0251-USA,Storm,NA,"Texas, Oklahoma",2021,4,27,2021,5,2
2021-0487-USA,Storm,NA,"Arizona, Missouri, Nebraska, Iowa, South Dakota, North Dakota, New Mexico, Texas",2021,7,8,2021,7,11
2021-0037-USA,Storm,NA,Jefferson county (Alabama),2021,1,24,2021,1,27
2021-0305-USA,Storm,Storm 'Claudette',"Near Greenville, Butler county (Alabama); Louisiane, Mississippi, Floride",2021,6,18,2021,6,21
2021-0117-USA,Flood,NA,"Todd, Christian, Breathitt, Lee and Magoffin Counties (Kentucky); Tennessee, West Virginia, Arkansas, Ohio, and Maryland",2021,2,25,2021,3,1
2021-0442-USA,Flood,NA,Albuquerque (New Mexico); Larimer County (Colorado); Arizona,2021,7,16,2021,7,21
2021-0199-USA,Storm,NA,"Louisiana, Florida, Mississippi, Alabama",2021,4,9,2021,4,11
2021-0250-USA,Storm,NA,"Burnet, Williamson, Travis Counties (Texas)",2021,4,15,2021,4,16
2021-0488-USA,Flood,NA,"Utah, Nevada, Arizona, New Mexico",2021,7,22,2021,7,28
2021-0784-USA,Flood,NA,"Big Island, Maui, Molokai, Oahu Island (Hawai)",2021,12,3,2021,12,8
2021-0096-USA,Storm,NA,"North Carolina, Oklahoma, Arkansas, Missouri, Illinois, Kentucky, Tennessee, Louisiana, Mississippi, Colorado, Oregon, Washington, Nebraska, Texas",2021,2,10,2021,2,20
2021-0178-USA,Storm,NA,"Calhoun, Bibb, Jefferson, Shelby and Calhoun Counties (Alabama); Mississippi; Coweta and Fayette Counties (Georgia); Tennessee; Kentucky",2021,3,24,2021,3,26
2021-0273-USA,Storm,NA,East Baton Rouge Parish (eastern Louisiana); Lake Charles City (south-western Louisiana),2021,5,14,2021,5,19
2021-0373-USA,Storm,Hurricane 'Elsa',"California, Georgia, Florida, North Carolina, South Carolina",2021,7,2,2021,7,9
2021-0531-USA,Storm,Tropical depression 'Henri',"Rhode Isl., Connecticut, Vermont, New York, New Jersey states",2021,8,20,2021,8,25
2021-0532-USA,Storm,Tropical storm 'Fred',"Transylvania, Haywood, Swain counties (North Carolina); Florida",2021,8,17,2021,8,22
2021-0551-USA,Storm,Tropical storm 'Ida',"Louisiana, New York, New Jersey, Maryland, Connecticut, Virginia, Pennsylvania, Delaware",2021,8,28,2021,9,2
2021-0583-USA,Storm,Tropical storm 'Nicholas',"Texas, Louisiana",2021,9,12,2021,9,17
2021-0211-USA,Storm,NA,Southern Louisiana and the Gulf Coast,2021,4,13,2021,4,15
2021-0566-USA,Flood,NA,El Paso (Texas); Gila Bend (Arizona),2021,8,10,2021,8,16
2021-0565-USA,Storm,NA,"Wisconsin, Illinois, Indiana, Michigan, Ohio, Missouri",2021,8,10,2021,8,13
2021-0166-USA,Storm,NA,"Louisiana, Alabama,Mississippi",2021,3,16,2021,3,18
2021-0797-USA,Storm,NA,"Graves County, Caldwell, Hopkins, Muhlenberg, Ohio, Warren, Taylor (Kentucky); Saint Charles (Missouri); Obion (Tennessee); (Mississippi); Craighead, Poinsett, Mississippi (Arkansas); Madison (Illinois)",2021,12,10,2021,12,11
2021-0059-USA,Storm,NA,"New York, New Jersey, Pennsylvania, Virginia, Maine, Washington, Boston (Suffolk, Massachusetts)",2021,1,30,2021,2,2
2021-0815-USA,Storm,NA,"Russell, Ellis, Lyon (Kansas); Floyd (Iowa); Missouri; Prowers, El Paso (Colorado); Nebraska; Freeborn (Minnesota); Wisconsin; Taos (New Mexico)",2021,12,15,2021,12,16
2021-0335-USA,Flood,NA,"Bolivar, Sunflower, Panola, and Tallahatchie Counties (Mississippi State); Arkansas, Texas",2021,6,7,2021,6,10
2021-0533-USA,Flood,NA,"Dickson, Humphrey, and Hickman Counties (Tennessee)",2021,8,21,2021,8,22
2021-0562-USA,Flood,NA,Utah and Colorado,2021,7,30,2021,8,2
2021-0733-USA,Flood,NA,"Jefferson, Shelby, Marshall, Escambia, Baldwin counties (Alabama)",2021,10,4,2021,10,7
2021-0390-USA,Extreme temperature,NA,"Oregon, Washington, Northern California, Idaho, Western Nevada",2021,6,26,2021,6,30
2021-0433-USA,Wildfire,Dixie fire,Plumas County (California),2021,7,13,2021,8,11
2021-0526-USA,Wildfire,Caldor fire,El Dorado County (California),2021,8,13,2021,8,31
2021-0150-USA,Flood,NA,"Hawai‘i, Maui, Kalawao, Kaua‘i, Honolulu (Oahu Island, Hawaii)",2021,3,8,2021,3,10
2021-0193-USA,Flood,NA,"Davidson, Rutherford, Sullivan, Wilson counties; Nashville Metropolitan Region, Lower Mississippi and Tennessee Valley (Tennessee); Arkansas, Alabama, Georgia, Mississippi, South Carolina, North Carolina, Virginia, Pennsylvania, Maryland, New Jersey",2021,3,27,2021,3,28
2021-0357-USA,Wildfire,Telegraph and Mescal Fires,"Pinas and Gila counties (Arizona); Montana, Utah",2021,6,6,2021,7,4
2021-0410-USA,Wildfire,Bootleg Fire,"Arizona, California, Oregon",2021,7,6,2021,7,31
2021-0626-USA,Wildfire,Fawn fire,Shasta County (north California State),2021,9,22,2021,9,30
2021-0741-USA,Flood,NA,Whatcom County (northern Washington State),2021,11,13,2021,11,15
2021-0832-USA,Wildfire,Middle Fork and the Marshall wildfires,"Louisville, Superior (Boulder county, Colorado)",2021,12,30,2022,1,1
2022-0126-USA,Storm,NA,"Madison county (Iowa state); Illinois, Indiana, Ohio, Arkansas, Kentucky, New Hampshire, Pennsylvania, Maryland, New York, New Jersey, New England",2022,3,5,2022,3,7
2022-0157-USA,Storm,NA,"Bastrop, Cass, Cooke, Grayson, Guadalupe, Houston, Jack, Madison, Marion, Montague, Nacogdoches, Panola, Rusk, Upshur, Williamson, and Wise counties (Texas); Oklahoma, Louisiana; Adams, Attala, Clay, Copiah, George, Hinds, Holmes, Jefferson, Kemper, Lauderdale, Madison, Smith, Warren, Oktibbehaand Yazoo Counties (Mississippi); Perry, Chilton, Bibb, Shelby, and Talladega Counties (Alabama); Ohio, South and North Carolina",2022,3,21,2022,3,23
2022-0007-USA,Storm,NA,"Maryland, Virginia, New Jersey, Washington D.C., Missouri, Tennessee, Georgia",2022,1,2,2022,1,3
2022-0080-USA,Storm,NA,"Hale, Sumter, Elmore Counties (central Alabama); Rockies, Plains, Mid-Atlantic, Northeasr",2022,2,1,2022,2,5
2022-0132-USA,Wildfire,Adkins Ave Fire and Bertha Swamp Road Fires; Cottonwood Complex Fires,"Calhoun and Gulf Counties (Florida); Reno, Harvey Counties (Kansas)",2022,3,4,2022,3,9
2022-0284-USA,Storm,NA,"Texas, North Carolina, West Virginia, Minnesota, Wisconsin, Oklahoma, Ohio, Pennsylvania",2022,5,5,2022,5,11
2022-0212-USA,Storm,NA,"Williamson and Bell Counties (Texas); Pocahontas County (Iowa); Atoka and Coal counties (Oklahoma); Faulkner, Franklin, Logan, Prairie, Sebastian, and White Counties (Arkansas); Mower County (Minnesota); Jefferson, Shelby, Hardin Counties (Kentucky); Louisiana, Mississippi, Alabama, Tennessee, Indiana",2022,4,11,2022,4,14
2022-0185-USA,Storm,NA,"Washington County (Arkansas); Shelby, Chilton, Bibb Counties (Alabama); Iowa, Kansas, Missouri; Newton county (Texas); Lousiana; Bolivar, Calhoun, Hinds, Warren, Yazoo Counties (Mississippi); Trigg County (Kentucky); Washington County (Florida); Armstrong County (Pennsylvania)",2022,3,29,2022,4,1
2022-0818-USA,Storm,Storm 'Elliott',"South Dakota, Oregon, Washington, Idaho, New York, Oklahoma, Kentucky, Colorado, Connecticut, Kansas, Maryland, Missouri, North Carolina, West Virginia, Wisconsin, Georgia, New Hampshire, Ohio, Tennessee, Vermont states",2022,12,19,2022,12,29
2022-0361-USA,Flood,NA,"Yellowstone National Park (Wyoming, Montana and Idaho states)",2022,6,11,2022,6,14
2022-0261-USA,Storm,NA,Andover Town (Butler County); Wichita City (Sedgwick County) - Kansas; Texas; Oklahoma,2022,4,26,2022,5,5
2022-0227-USA,Storm,NA,"Alabama, Arkansas, Florida, Mississippi,Oklahoma, and Texas",2022,4,15,2022,4,18
2022-0244-USA,Storm,NA,"Nebraska, Kansas, Missouri, Dakota, Virginia, North Carolina, Texas, Montana, Minnesota",2022,4,21,2022,4,24
2022-0486-USA,Wildfire,McKinney & Yeti Complex fires,Siskiyou County (California),2022,7,29,2022,8,1
2022-0735-USA,Storm,NA,"Texas, Arkansas and Oklahoma",2022,11,4,2022,11,5
2022-0614-USA,Storm,Hurricane 'Ian',Charlotte and Lee Counties (Florida Peninsula); North Carolina,2022,9,28,2022,10,2
2022-0325-USA,Storm,NA,"Minnesota, Kentucly, Michigan, Missouri, Illinois, Wisconsin",2022,5,19,2022,5,26
2022-0193-USA,Storm,NA,"Dallas Fort, Johnson, Collin, Smith counties (Texas); Marengo County (Alabama); Lee, Houston, Berkeley Counties (Georgia); Allendale county (South Carolina); Covington, Jefferson Davis, Lauderdale, Newton, Wayne Counties (Mississippi); Florida",2022,4,4,2022,4,7
2022-0808-USA,Earthquake,NA,Humboldt County (California),2022,12,20,2022,12,20
2022-0811-USA,Storm,NA,"Louisiana, Oklahoma, Texas, Alabama, Mississippi, Georgia, Florida states",2022,12,12,2022,12,15
2022-0734-USA,Storm,Hurricane 'Nicole',"Bahamas, Florida",2022,11,10,2022,11,11
2022-0246-USA,Wildfire,Calf Canyon and Hermits Peak Fires,"Mora, Colfax, Lincoln, San Miguel, Valencia Counties (New Mexico); Colorado, Nebraska",2022,4,6,2022,6,14
2022-0480-USA,Flood,NA,"Kentucky, Missouri",2022,7,26,2022,7,31
